noun_id,page_index,category,category_name,head,reason,file,classification_method
"923","1049","B06-OBJ","Artifact & Architecture","head-crown","代表画像を目視確認した主要頭部モチーフ: crown","B06-OBJ__Artifact_&_Architecture/noun-0923__head-crown.png","visual audit of representative image for each of 258 head types"
"922","1050","B02-FAU","Fauna","head-raven","代表画像を目視確認した主要頭部モチーフ: raven","B02-FAU__Fauna/noun-0922__head-raven.png","visual audit of representative image for each of 258 head types"
"921","1051","B02-FAU","Fauna","head-oyster","代表画像を目視確認した主要頭部モチーフ: oyster","B02-FAU__Fauna/noun-0921__head-oyster.png","visual audit of representative image for each of 258 head types"
"920","1052","B02-FAU","Fauna","head-orca","代表画像を目視確認した主要頭部モチーフ: orca","B02-FAU__Fauna/noun-0920__head-orca.png","visual audit of representative image for each of 258 head types"
"919","1053","B09-ECH","Secret Echo","head-bubble-speech","代表画像を目視確認した主要頭部モチーフ: bubble-speech","B09-ECH__Secret_Echo/noun-0919__head-bubble-speech.png","visual audit of representative image for each of 258 head types"
"918","1054","B08-NAT","Nature & Element","head-blackhole","代表画像を目視確認した主要頭部モチーフ: blackhole","B08-NAT__Nature_&_Element/noun-0918__head-blackhole.png","visual audit of representative image for each of 258 head types"
"917","1055","B02-FAU","Fauna","head-beluga","代表画像を目視確認した主要頭部モチーフ: beluga","B02-FAU__Fauna/noun-0917__head-beluga.png","visual audit of representative image for each of 258 head types"
"916","1056","B06-OBJ","Artifact & Architecture","head-wine-barrel","代表画像を目視確認した主要頭部モチーフ: wine-barrel","B06-OBJ__Artifact_&_Architecture/noun-0916__head-wine-barrel.png","visual audit of representative image for each of 258 head types"
"915","1057","B02-FAU","Fauna","head-werewolf","代表画像を目視確認した主要頭部モチーフ: werewolf","B02-FAU__Fauna/noun-0915__head-werewolf.png","visual audit of representative image for each of 258 head types"
"914","1058","B06-OBJ","Artifact & Architecture","head-chefhat","代表画像を目視確認した主要頭部モチーフ: chefhat","B06-OBJ__Artifact_&_Architecture/noun-0914__head-chefhat.png","visual audit of representative image for each of 258 head types"
"913","1059","B04-CUL","Culinary","head-banana","代表画像を目視確認した主要頭部モチーフ: banana","B04-CUL__Culinary/noun-0913__head-banana.png","visual audit of representative image for each of 258 head types"
"912","1060","B06-OBJ","Artifact & Architecture","head-pipe","代表画像を目視確認した主要頭部モチーフ: pipe","B06-OBJ__Artifact_&_Architecture/noun-0912__head-pipe.png","visual audit of representative image for each of 258 head types"
"911","1061","B01-HUM","Humanoid","head-hair","代表画像を目視確認した主要頭部モチーフ: hair","B01-HUM__Humanoid/noun-0911__head-hair.png","visual audit of representative image for each of 258 head types"
"910","1062","B06-OBJ","Artifact & Architecture","head-crown","代表画像を目視確認した主要頭部モチーフ: crown","B06-OBJ__Artifact_&_Architecture/noun-0910__head-crown.png","visual audit of representative image for each of 258 head types"
"909","1063","B02-FAU","Fauna","head-orangutan","代表画像を目視確認した主要頭部モチーフ: orangutan","B02-FAU__Fauna/noun-0909__head-orangutan.png","visual audit of representative image for each of 258 head types"
"908","1064","B05-MEC","Machine","head-plane","代表画像を目視確認した主要頭部モチーフ: plane","B05-MEC__Machine/noun-0908__head-plane.png","visual audit of representative image for each of 258 head types"
"907","1065","B06-OBJ","Artifact & Architecture","head-toothbrush-fresh","代表画像を目視確認した主要頭部モチーフ: toothbrush-fresh","B06-OBJ__Artifact_&_Architecture/noun-0907__head-toothbrush-fresh.png","visual audit of representative image for each of 258 head types"
"906","1066","B06-OBJ","Artifact & Architecture","head-saw","代表画像を目視確認した主要頭部モチーフ: saw","B06-OBJ__Artifact_&_Architecture/noun-0906__head-saw.png","visual audit of representative image for each of 258 head types"
"905","1067","B06-OBJ","Artifact & Architecture","head-hanger","代表画像を目視確認した主要頭部モチーフ: hanger","B06-OBJ__Artifact_&_Architecture/noun-0905__head-hanger.png","visual audit of representative image for each of 258 head types"
"904","1068","B06-OBJ","Artifact & Architecture","head-curling-stone","代表画像を目視確認した主要頭部モチーフ: curling-stone","B06-OBJ__Artifact_&_Architecture/noun-0904__head-curling-stone.png","visual audit of representative image for each of 258 head types"
"903","1069","B05-MEC","Machine","head-robot","代表画像を目視確認した主要頭部モチーフ: robot","B05-MEC__Machine/noun-0903__head-robot.png","visual audit of representative image for each of 258 head types"
"902","1070","B02-FAU","Fauna","head-mouse","代表画像を目視確認した主要頭部モチーフ: mouse","B02-FAU__Fauna/noun-0902__head-mouse.png","visual audit of representative image for each of 258 head types"
"901","1071","B06-OBJ","Artifact & Architecture","head-mirror","代表画像を目視確認した主要頭部モチーフ: mirror","B06-OBJ__Artifact_&_Architecture/noun-0901__head-mirror.png","visual audit of representative image for each of 258 head types"
"900","1072","B04-CUL","Culinary","head-potato","代表画像を目視確認した主要頭部モチーフ: potato","B04-CUL__Culinary/noun-0900__head-potato.png","visual audit of representative image for each of 258 head types"
"899","1073","B02-FAU","Fauna","head-tiger","代表画像を目視確認した主要頭部モチーフ: tiger","B02-FAU__Fauna/noun-0899__head-tiger.png","visual audit of representative image for each of 258 head types"
"898","1074","B08-NAT","Nature & Element","head-lightning-bolt","代表画像を目視確認した主要頭部モチーフ: lightning-bolt","B08-NAT__Nature_&_Element/noun-0898__head-lightning-bolt.png","visual audit of representative image for each of 258 head types"
"897","1075","B10-ANO","Secret Anomaly","head-ghost-B","代表画像を目視確認した主要頭部モチーフ: ghost-B","B10-ANO__Secret_Anomaly/noun-0897__head-ghost-B.png","visual audit of representative image for each of 258 head types"
"896","1076","B02-FAU","Fauna","head-raven","代表画像を目視確認した主要頭部モチーフ: raven","B02-FAU__Fauna/noun-0896__head-raven.png","visual audit of representative image for each of 258 head types"
"895","1077","B05-MEC","Machine","head-crt-bsod","代表画像を目視確認した主要頭部モチーフ: crt-bsod","B05-MEC__Machine/noun-0895__head-crt-bsod.png","visual audit of representative image for each of 258 head types"
"894","1078","B02-FAU","Fauna","head-ducky","代表画像を目視確認した主要頭部モチーフ: ducky","B02-FAU__Fauna/noun-0894__head-ducky.png","visual audit of representative image for each of 258 head types"
"893","1079","B02-FAU","Fauna","head-crab","代表画像を目視確認した主要頭部モチーフ: crab","B02-FAU__Fauna/noun-0893__head-crab.png","visual audit of representative image for each of 258 head types"
"892","1080","B02-FAU","Fauna","head-pufferfish","代表画像を目視確認した主要頭部モチーフ: pufferfish","B02-FAU__Fauna/noun-0892__head-pufferfish.png","visual audit of representative image for each of 258 head types"
"891","1081","B09-ECH","Secret Echo","head-brain","代表画像を目視確認した主要頭部モチーフ: brain","B09-ECH__Secret_Echo/noun-0891__head-brain.png","visual audit of representative image for each of 258 head types"
"890","1082","B04-CUL","Culinary","head-bubblegum","代表画像を目視確認した主要頭部モチーフ: bubblegum","B04-CUL__Culinary/noun-0890__head-bubblegum.png","visual audit of representative image for each of 258 head types"
"889","1083","B02-FAU","Fauna","head-whale-alive","代表画像を目視確認した主要頭部モチーフ: whale-alive","B02-FAU__Fauna/noun-0889__head-whale-alive.png","visual audit of representative image for each of 258 head types"
"888","1084","B05-MEC","Machine","head-laptop","代表画像を目視確認した主要頭部モチーフ: laptop","B05-MEC__Machine/noun-0888__head-laptop.png","visual audit of representative image for each of 258 head types"
"887","1085","B04-CUL","Culinary","head-steak","代表画像を目視確認した主要頭部モチーフ: steak","B04-CUL__Culinary/noun-0887__head-steak.png","visual audit of representative image for each of 258 head types"
"886","1086","B02-FAU","Fauna","head-bear","代表画像を目視確認した主要頭部モチーフ: bear","B02-FAU__Fauna/noun-0886__head-bear.png","visual audit of representative image for each of 258 head types"
"885","1087","B05-MEC","Machine","head-vending-machine","代表画像を目視確認した主要頭部モチーフ: vending-machine","B05-MEC__Machine/noun-0885__head-vending-machine.png","visual audit of representative image for each of 258 head types"
"884","1088","B04-CUL","Culinary","head-bubblegum","代表画像を目視確認した主要頭部モチーフ: bubblegum","B04-CUL__Culinary/noun-0884__head-bubblegum.png","visual audit of representative image for each of 258 head types"
"883","1089","B02-FAU","Fauna","head-croc-hat","代表画像を目視確認した主要頭部モチーフ: croc-hat","B02-FAU__Fauna/noun-0883__head-croc-hat.png","visual audit of representative image for each of 258 head types"
"882","1090","B04-CUL","Culinary","head-ketchup","代表画像を目視確認した主要頭部モチーフ: ketchup","B04-CUL__Culinary/noun-0882__head-ketchup.png","visual audit of representative image for each of 258 head types"
"881","1091","B06-OBJ","Artifact & Architecture","head-factory-dark","代表画像を目視確認した主要頭部モチーフ: factory-dark","B06-OBJ__Artifact_&_Architecture/noun-0881__head-factory-dark.png","visual audit of representative image for each of 258 head types"
"880","1092","B05-MEC","Machine","head-robot","代表画像を目視確認した主要頭部モチーフ: robot","B05-MEC__Machine/noun-0880__head-robot.png","visual audit of representative image for each of 258 head types"
"879","1093","B06-OBJ","Artifact & Architecture","head-bagpipe","代表画像を目視確認した主要頭部モチーフ: bagpipe","B06-OBJ__Artifact_&_Architecture/noun-0879__head-bagpipe.png","visual audit of representative image for each of 258 head types"
"878","1094","B04-CUL","Culinary","head-pineapple","代表画像を目視確認した主要頭部モチーフ: pineapple","B04-CUL__Culinary/noun-0878__head-pineapple.png","visual audit of representative image for each of 258 head types"
"877","1095","B04-CUL","Culinary","head-mug","代表画像を目視確認した主要頭部モチーフ: mug","B04-CUL__Culinary/noun-0877__head-mug.png","visual audit of representative image for each of 258 head types"
"876","1096","B04-CUL","Culinary","head-pickle","代表画像を目視確認した主要頭部モチーフ: pickle","B04-CUL__Culinary/noun-0876__head-pickle.png","visual audit of representative image for each of 258 head types"
"875","1097","B10-ANO","Secret Anomaly","head-skeleton-hat","代表画像を目視確認した主要頭部モチーフ: skeleton-hat","B10-ANO__Secret_Anomaly/noun-0875__head-skeleton-hat.png","visual audit of representative image for each of 258 head types"
"874","1098","B02-FAU","Fauna","head-jellyfish","代表画像を目視確認した主要頭部モチーフ: jellyfish","B02-FAU__Fauna/noun-0874__head-jellyfish.png","visual audit of representative image for each of 258 head types"
"873","1099","B02-FAU","Fauna","head-whale","代表画像を目視確認した主要頭部モチーフ: whale","B02-FAU__Fauna/noun-0873__head-whale.png","visual audit of representative image for each of 258 head types"
"872","1100","B05-MEC","Machine","head-camcorder","代表画像を目視確認した主要頭部モチーフ: camcorder","B05-MEC__Machine/noun-0872__head-camcorder.png","visual audit of representative image for each of 258 head types"
"871","1101","B06-OBJ","Artifact & Architecture","head-pillow","代表画像を目視確認した主要頭部モチーフ: pillow","B06-OBJ__Artifact_&_Architecture/noun-0871__head-pillow.png","visual audit of representative image for each of 258 head types"
"870","1102","B06-OBJ","Artifact & Architecture","head-ruler-triangular","代表画像を目視確認した主要頭部モチーフ: ruler-triangular","B06-OBJ__Artifact_&_Architecture/noun-0870__head-ruler-triangular.png","visual audit of representative image for each of 258 head types"
"869","1103","B02-FAU","Fauna","head-tiger","代表画像を目視確認した主要頭部モチーフ: tiger","B02-FAU__Fauna/noun-0869__head-tiger.png","visual audit of representative image for each of 258 head types"
"868","1104","B08-NAT","Nature & Element","head-mountain-snowcap","代表画像を目視確認した主要頭部モチーフ: mountain-snowcap","B08-NAT__Nature_&_Element/noun-0868__head-mountain-snowcap.png","visual audit of representative image for each of 258 head types"
"867","1105","B02-FAU","Fauna","head-chicken","代表画像を目視確認した主要頭部モチーフ: chicken","B02-FAU__Fauna/noun-0867__head-chicken.png","visual audit of representative image for each of 258 head types"
"866","1106","B04-CUL","Culinary","head-sandwich","代表画像を目視確認した主要頭部モチーフ: sandwich","B04-CUL__Culinary/noun-0866__head-sandwich.png","visual audit of representative image for each of 258 head types"
"865","1107","B08-NAT","Nature & Element","head-rainbow","代表画像を目視確認した主要頭部モチーフ: rainbow","B08-NAT__Nature_&_Element/noun-0865__head-rainbow.png","visual audit of representative image for each of 258 head types"
"864","1108","B03-FLO","Flora & Fungi","head-weed","代表画像を目視確認した主要頭部モチーフ: weed","B03-FLO__Flora_&_Fungi/noun-0864__head-weed.png","visual audit of representative image for each of 258 head types"
"863","1109","B05-MEC","Machine","head-crt-bsod","代表画像を目視確認した主要頭部モチーフ: crt-bsod","B05-MEC__Machine/noun-0863__head-crt-bsod.png","visual audit of representative image for each of 258 head types"
"862","1110","B06-OBJ","Artifact & Architecture","head-wallsafe","代表画像を目視確認した主要頭部モチーフ: wallsafe","B06-OBJ__Artifact_&_Architecture/noun-0862__head-wallsafe.png","visual audit of representative image for each of 258 head types"
"861","1111","B02-FAU","Fauna","head-horse-deepfried","代表画像を目視確認した主要頭部モチーフ: horse-deepfried","B02-FAU__Fauna/noun-0861__head-horse-deepfried.png","visual audit of representative image for each of 258 head types"
"860","1112","B05-MEC","Machine","head-rangefinder","代表画像を目視確認した主要頭部モチーフ: rangefinder","B05-MEC__Machine/noun-0860__head-rangefinder.png","visual audit of representative image for each of 258 head types"
"859","1113","B04-CUL","Culinary","head-cotton-candy","代表画像を目視確認した主要頭部モチーフ: cotton-candy","B04-CUL__Culinary/noun-0859__head-cotton-candy.png","visual audit of representative image for each of 258 head types"
"858","1114","B05-MEC","Machine","head-satellite","代表画像を目視確認した主要頭部モチーフ: satellite","B05-MEC__Machine/noun-0858__head-satellite.png","visual audit of representative image for each of 258 head types"
"857","1115","B05-MEC","Machine","head-camcorder","代表画像を目視確認した主要頭部モチーフ: camcorder","B05-MEC__Machine/noun-0857__head-camcorder.png","visual audit of representative image for each of 258 head types"
"856","1116","B02-FAU","Fauna","head-tiger","代表画像を目視確認した主要頭部モチーフ: tiger","B02-FAU__Fauna/noun-0856__head-tiger.png","visual audit of representative image for each of 258 head types"
"855","1117","B02-FAU","Fauna","head-jellyfish","代表画像を目視確認した主要頭部モチーフ: jellyfish","B02-FAU__Fauna/noun-0855__head-jellyfish.png","visual audit of representative image for each of 258 head types"
"854","1118","B08-NAT","Nature & Element","head-rainbow","代表画像を目視確認した主要頭部モチーフ: rainbow","B08-NAT__Nature_&_Element/noun-0854__head-rainbow.png","visual audit of representative image for each of 258 head types"
"853","1119","B02-FAU","Fauna","head-fox","代表画像を目視確認した主要頭部モチーフ: fox","B02-FAU__Fauna/noun-0853__head-fox.png","visual audit of representative image for each of 258 head types"
"852","1120","B10-ANO","Secret Anomaly","head-skeleton-hat","代表画像を目視確認した主要頭部モチーフ: skeleton-hat","B10-ANO__Secret_Anomaly/noun-0852__head-skeleton-hat.png","visual audit of representative image for each of 258 head types"
"851","1121","B04-CUL","Culinary","head-pumpkin","代表画像を目視確認した主要頭部モチーフ: pumpkin","B04-CUL__Culinary/noun-0851__head-pumpkin.png","visual audit of representative image for each of 258 head types"
"850","1122","B04-CUL","Culinary","head-blueberry","代表画像を目視確認した主要頭部モチーフ: blueberry","B04-CUL__Culinary/noun-0850__head-blueberry.png","visual audit of representative image for each of 258 head types"
"849","1123","B01-HUM","Humanoid","head-thumbsup","代表画像を目視確認した主要頭部モチーフ: thumbsup","B01-HUM__Humanoid/noun-0849__head-thumbsup.png","visual audit of representative image for each of 258 head types"
"848","1124","B04-CUL","Culinary","head-mug","代表画像を目視確認した主要頭部モチーフ: mug","B04-CUL__Culinary/noun-0848__head-mug.png","visual audit of representative image for each of 258 head types"
"847","1125","B02-FAU","Fauna","head-orangutan","代表画像を目視確認した主要頭部モチーフ: orangutan","B02-FAU__Fauna/noun-0847__head-orangutan.png","visual audit of representative image for each of 258 head types"
"846","1126","B02-FAU","Fauna","head-zebra","代表画像を目視確認した主要頭部モチーフ: zebra","B02-FAU__Fauna/noun-0846__head-zebra.png","visual audit of representative image for each of 258 head types"
"845","1127","B06-OBJ","Artifact & Architecture","head-road","代表画像を目視確認した主要頭部モチーフ: road","B06-OBJ__Artifact_&_Architecture/noun-0845__head-road.png","visual audit of representative image for each of 258 head types"
"844","1128","B06-OBJ","Artifact & Architecture","head-faberge","代表画像を目視確認した主要頭部モチーフ: faberge","B06-OBJ__Artifact_&_Architecture/noun-0844__head-faberge.png","visual audit of representative image for each of 258 head types"
"843","1129","B10-ANO","Secret Anomaly","head-ghost-B","代表画像を目視確認した主要頭部モチーフ: ghost-B","B10-ANO__Secret_Anomaly/noun-0843__head-ghost-B.png","visual audit of representative image for each of 258 head types"
"842","1130","B04-CUL","Culinary","head-cherry","代表画像を目視確認した主要頭部モチーフ: cherry","B04-CUL__Culinary/noun-0842__head-cherry.png","visual audit of representative image for each of 258 head types"
"841","1131","B06-OBJ","Artifact & Architecture","head-cone","代表画像を目視確認した主要頭部モチーフ: cone","B06-OBJ__Artifact_&_Architecture/noun-0841__head-cone.png","visual audit of representative image for each of 258 head types"
"840","1132","B06-OBJ","Artifact & Architecture","head-outlet","代表画像を目視確認した主要頭部モチーフ: outlet","B06-OBJ__Artifact_&_Architecture/noun-0840__head-outlet.png","visual audit of representative image for each of 258 head types"
"839","1133","B09-ECH","Secret Echo","head-heart","代表画像を目視確認した主要頭部モチーフ: heart","B09-ECH__Secret_Echo/noun-0839__head-heart.png","visual audit of representative image for each of 258 head types"
"838","1134","B10-ANO","Secret Anomaly","head-undead","代表画像を目視確認した主要頭部モチーフ: undead","B10-ANO__Secret_Anomaly/noun-0838__head-undead.png","visual audit of representative image for each of 258 head types"
"837","1135","B05-MEC","Machine","head-snowmobile","代表画像を目視確認した主要頭部モチーフ: snowmobile","B05-MEC__Machine/noun-0837__head-snowmobile.png","visual audit of representative image for each of 258 head types"
"836","1136","B05-MEC","Machine","head-fax-machine","代表画像を目視確認した主要頭部モチーフ: fax-machine","B05-MEC__Machine/noun-0836__head-fax-machine.png","visual audit of representative image for each of 258 head types"
"835","1137","B02-FAU","Fauna","head-orangutan","代表画像を目視確認した主要頭部モチーフ: orangutan","B02-FAU__Fauna/noun-0835__head-orangutan.png","visual audit of representative image for each of 258 head types"
"834","1138","B04-CUL","Culinary","head-pineapple","代表画像を目視確認した主要頭部モチーフ: pineapple","B04-CUL__Culinary/noun-0834__head-pineapple.png","visual audit of representative image for each of 258 head types"
"833","1139","B05-MEC","Machine","head-sailboat","代表画像を目視確認した主要頭部モチーフ: sailboat","B05-MEC__Machine/noun-0833__head-sailboat.png","visual audit of representative image for each of 258 head types"
"832","1140","B06-OBJ","Artifact & Architecture","head-stapler","代表画像を目視確認した主要頭部モチーフ: stapler","B06-OBJ__Artifact_&_Architecture/noun-0832__head-stapler.png","visual audit of representative image for each of 258 head types"
"831","1141","B06-OBJ","Artifact & Architecture","head-trashcan","代表画像を目視確認した主要頭部モチーフ: trashcan","B06-OBJ__Artifact_&_Architecture/noun-0831__head-trashcan.png","visual audit of representative image for each of 258 head types"
"830","1142","B06-OBJ","Artifact & Architecture","head-shower","代表画像を目視確認した主要頭部モチーフ: shower","B06-OBJ__Artifact_&_Architecture/noun-0830__head-shower.png","visual audit of representative image for each of 258 head types"
"829","1143","B05-MEC","Machine","head-microwave","代表画像を目視確認した主要頭部モチーフ: microwave","B05-MEC__Machine/noun-0829__head-microwave.png","visual audit of representative image for each of 258 head types"
"828","1144","B08-NAT","Nature & Element","head-sunset","代表画像を目視確認した主要頭部モチーフ: sunset","B08-NAT__Nature_&_Element/noun-0828__head-sunset.png","visual audit of representative image for each of 258 head types"
"827","1145","B06-OBJ","Artifact & Architecture","head-backpack","代表画像を目視確認した主要頭部モチーフ: backpack","B06-OBJ__Artifact_&_Architecture/noun-0827__head-backpack.png","visual audit of representative image for each of 258 head types"
"826","1146","B02-FAU","Fauna","head-raven","代表画像を目視確認した主要頭部モチーフ: raven","B02-FAU__Fauna/noun-0826__head-raven.png","visual audit of representative image for each of 258 head types"
"825","1147","B08-NAT","Nature & Element","head-mountain-snowcap","代表画像を目視確認した主要頭部モチーフ: mountain-snowcap","B08-NAT__Nature_&_Element/noun-0825__head-mountain-snowcap.png","visual audit of representative image for each of 258 head types"
"824","1148","B04-CUL","Culinary","head-pickle","代表画像を目視確認した主要頭部モチーフ: pickle","B04-CUL__Culinary/noun-0824__head-pickle.png","visual audit of representative image for each of 258 head types"
"823","1149","B05-MEC","Machine","head-chainsaw","代表画像を目視確認した主要頭部モチーフ: chainsaw","B05-MEC__Machine/noun-0823__head-chainsaw.png","visual audit of representative image for each of 258 head types"
"822","1150","B05-MEC","Machine","head-fax-machine","代表画像を目視確認した主要頭部モチーフ: fax-machine","B05-MEC__Machine/noun-0822__head-fax-machine.png","visual audit of representative image for each of 258 head types"
"821","1151","B08-NAT","Nature & Element","head-wave","代表画像を目視確認した主要頭部モチーフ: wave","B08-NAT__Nature_&_Element/noun-0821__head-wave.png","visual audit of representative image for each of 258 head types"
"820","1152","B05-MEC","Machine","head-skateboard","代表画像を目視確認した主要頭部モチーフ: skateboard","B05-MEC__Machine/noun-0820__head-skateboard.png","visual audit of representative image for each of 258 head types"
"819","1153","B08-NAT","Nature & Element","head-saturn","代表画像を目視確認した主要頭部モチーフ: saturn","B08-NAT__Nature_&_Element/noun-0819__head-saturn.png","visual audit of representative image for each of 258 head types"
"818","1154","B05-MEC","Machine","head-satellite","代表画像を目視確認した主要頭部モチーフ: satellite","B05-MEC__Machine/noun-0818__head-satellite.png","visual audit of representative image for each of 258 head types"
"817","1155","B05-MEC","Machine","head-taxi","代表画像を目視確認した主要頭部モチーフ: taxi","B05-MEC__Machine/noun-0817__head-taxi.png","visual audit of representative image for each of 258 head types"
"816","1156","B05-MEC","Machine","head-fax-machine","代表画像を目視確認した主要頭部モチーフ: fax-machine","B05-MEC__Machine/noun-0816__head-fax-machine.png","visual audit of representative image for each of 258 head types"
"815","1157","B02-FAU","Fauna","head-werewolf","代表画像を目視確認した主要頭部モチーフ: werewolf","B02-FAU__Fauna/noun-0815__head-werewolf.png","visual audit of representative image for each of 258 head types"
"814","1158","B05-MEC","Machine","head-drill","代表画像を目視確認した主要頭部モチーフ: drill","B05-MEC__Machine/noun-0814__head-drill.png","visual audit of representative image for each of 258 head types"
"813","1159","B04-CUL","Culinary","head-cotton-candy","代表画像を目視確認した主要頭部モチーフ: cotton-candy","B04-CUL__Culinary/noun-0813__head-cotton-candy.png","visual audit of representative image for each of 258 head types"
"812","1160","B02-FAU","Fauna","head-beluga","代表画像を目視確認した主要頭部モチーフ: beluga","B02-FAU__Fauna/noun-0812__head-beluga.png","visual audit of representative image for each of 258 head types"
"811","1161","B05-MEC","Machine","head-toaster","代表画像を目視確認した主要頭部モチーフ: toaster","B05-MEC__Machine/noun-0811__head-toaster.png","visual audit of representative image for each of 258 head types"
"810","1162","B02-FAU","Fauna","head-tiger","代表画像を目視確認した主要頭部モチーフ: tiger","B02-FAU__Fauna/noun-0810__head-tiger.png","visual audit of representative image for each of 258 head types"
"809","1163","B06-OBJ","Artifact & Architecture","head-curling-stone","代表画像を目視確認した主要頭部モチーフ: curling-stone","B06-OBJ__Artifact_&_Architecture/noun-0809__head-curling-stone.png","visual audit of representative image for each of 258 head types"
"808","1164","B06-OBJ","Artifact & Architecture","head-backpack","代表画像を目視確認した主要頭部モチーフ: backpack","B06-OBJ__Artifact_&_Architecture/noun-0808__head-backpack.png","visual audit of representative image for each of 258 head types"
"807","1165","B05-MEC","Machine","head-console-handheld","代表画像を目視確認した主要頭部モチーフ: console-handheld","B05-MEC__Machine/noun-0807__head-console-handheld.png","visual audit of representative image for each of 258 head types"
"806","1166","B06-OBJ","Artifact & Architecture","head-beanie","代表画像を目視確認した主要頭部モチーフ: beanie","B06-OBJ__Artifact_&_Architecture/noun-0806__head-beanie.png","visual audit of representative image for each of 258 head types"
"805","1167","B04-CUL","Culinary","head-cake","代表画像を目視確認した主要頭部モチーフ: cake","B04-CUL__Culinary/noun-0805__head-cake.png","visual audit of representative image for each of 258 head types"
"804","1168","B04-CUL","Culinary","head-ketchup","代表画像を目視確認した主要頭部モチーフ: ketchup","B04-CUL__Culinary/noun-0804__head-ketchup.png","visual audit of representative image for each of 258 head types"
"803","1169","B06-OBJ","Artifact & Architecture","head-queencrown","代表画像を目視確認した主要頭部モチーフ: queencrown","B06-OBJ__Artifact_&_Architecture/noun-0803__head-queencrown.png","visual audit of representative image for each of 258 head types"
"802","1170","B04-CUL","Culinary","head-burger-dollarmenu","代表画像を目視確認した主要頭部モチーフ: burger-dollarmenu","B04-CUL__Culinary/noun-0802__head-burger-dollarmenu.png","visual audit of representative image for each of 258 head types"
"801","1171","B06-OBJ","Artifact & Architecture","head-couch","代表画像を目視確認した主要頭部モチーフ: couch","B06-OBJ__Artifact_&_Architecture/noun-0801__head-couch.png","visual audit of representative image for each of 258 head types"
"800","1172","B05-MEC","Machine","head-car","代表画像を目視確認した主要頭部モチーフ: car","B05-MEC__Machine/noun-0800__head-car.png","visual audit of representative image for each of 258 head types"
"799","1173","B02-FAU","Fauna","head-duck","代表画像を目視確認した主要頭部モチーフ: duck","B02-FAU__Fauna/noun-0799__head-duck.png","visual audit of representative image for each of 258 head types"
"798","1174","B05-MEC","Machine","head-drill","代表画像を目視確認した主要頭部モチーフ: drill","B05-MEC__Machine/noun-0798__head-drill.png","visual audit of representative image for each of 258 head types"
"797","1175","B04-CUL","Culinary","head-cheese","代表画像を目視確認した主要頭部モチーフ: cheese","B04-CUL__Culinary/noun-0797__head-cheese.png","visual audit of representative image for each of 258 head types"
"796","1176","B06-OBJ","Artifact & Architecture","head-ring","代表画像を目視確認した主要頭部モチーフ: ring","B06-OBJ__Artifact_&_Architecture/noun-0796__head-ring.png","visual audit of representative image for each of 258 head types"
"795","1177","B04-CUL","Culinary","head-pickle","代表画像を目視確認した主要頭部モチーフ: pickle","B04-CUL__Culinary/noun-0795__head-pickle.png","visual audit of representative image for each of 258 head types"
"794","1178","B06-OBJ","Artifact & Architecture","head-couch","代表画像を目視確認した主要頭部モチーフ: couch","B06-OBJ__Artifact_&_Architecture/noun-0794__head-couch.png","visual audit of representative image for each of 258 head types"
"793","1179","B02-FAU","Fauna","head-chicken","代表画像を目視確認した主要頭部モチーフ: chicken","B02-FAU__Fauna/noun-0793__head-chicken.png","visual audit of representative image for each of 258 head types"
"792","1180","B02-FAU","Fauna","head-cat","代表画像を目視確認した主要頭部モチーフ: cat","B02-FAU__Fauna/noun-0792__head-cat.png","visual audit of representative image for each of 258 head types"
"791","1181","B05-MEC","Machine","head-vending-machine","代表画像を目視確認した主要頭部モチーフ: vending-machine","B05-MEC__Machine/noun-0791__head-vending-machine.png","visual audit of representative image for each of 258 head types"
"790","1182","B02-FAU","Fauna","head-ducky","代表画像を目視確認した主要頭部モチーフ: ducky","B02-FAU__Fauna/noun-0790__head-ducky.png","visual audit of representative image for each of 258 head types"
"789","1183","B06-OBJ","Artifact & Architecture","head-volleyball","代表画像を目視確認した主要頭部モチーフ: volleyball","B06-OBJ__Artifact_&_Architecture/noun-0789__head-volleyball.png","visual audit of representative image for each of 258 head types"
"788","1184","B06-OBJ","Artifact & Architecture","head-paperclip","代表画像を目視確認した主要頭部モチーフ: paperclip","B06-OBJ__Artifact_&_Architecture/noun-0788__head-paperclip.png","visual audit of representative image for each of 258 head types"
"787","1185","B05-MEC","Machine","head-chainsaw","代表画像を目視確認した主要頭部モチーフ: chainsaw","B05-MEC__Machine/noun-0787__head-chainsaw.png","visual audit of representative image for each of 258 head types"
"786","1186","B04-CUL","Culinary","head-mustard","代表画像を目視確認した主要頭部モチーフ: mustard","B04-CUL__Culinary/noun-0786__head-mustard.png","visual audit of representative image for each of 258 head types"
"785","1187","B04-CUL","Culinary","head-milk","代表画像を目視確認した主要頭部モチーフ: milk","B04-CUL__Culinary/noun-0785__head-milk.png","visual audit of representative image for each of 258 head types"
"784","1188","B04-CUL","Culinary","head-chips","代表画像を目視確認した主要頭部モチーフ: chips","B04-CUL__Culinary/noun-0784__head-chips.png","visual audit of representative image for each of 258 head types"
"783","1189","B05-MEC","Machine","head-camcorder","代表画像を目視確認した主要頭部モチーフ: camcorder","B05-MEC__Machine/noun-0783__head-camcorder.png","visual audit of representative image for each of 258 head types"
